Date/Time,Hourly Space Cooling load (W),Hourly Space Heating load (W),Hourly DHW load (W)
 06/07  17:00:00,61926944.42963832,11322933.990485935,3132246.9589805673
 06/07  18:00:00,34647142.73066452,6679969.007395677,3459396.9771933015
 06/07  19:00:00,28708623.62701375,7108590.449529315,3535603.3174980734
 06/07  20:00:00,26621000.981315352,6993878.089376927,2950095.744157149
 06/07  21:00:00,26030686.130659442,7075332.322649666,2345357.7795192534
 06/07  22:00:00,25402903.003764004,7217568.485587614,2160759.4069949933
 06/07  23:00:00,24851604.758533735,8288466.588064522,1542978.3649953136
 06/07  24:00:00,24396850.52107627,8545701.846035697,889623.8982668734
 06/08  01:00:00,24003577.633729525,8785186.602827467,853018.1246860056
 06/08  02:00:00,23917222.777097292,9001969.596044902,675938.7567616103
 06/08  03:00:00,24041108.4650195,9204856.220931208,852393.1403201622
 06/08  04:00:00,24063864.613248862,9394565.653952153,746934.0641327918
 06/08  05:00:00,24034868.423239518,9558035.617738897,1504053.370490105
 06/08  06:00:00,24050078.731260657,9590455.932514299,3158633.552514769
 06/08  07:00:00,23698299.456798237,7619756.654823441,3765050.6603062316
 06/08  08:00:00,24188604.684298497,7782134.522468075,4707826.408092474
 06/08  09:00:00,42121110.68840007,12235544.01112699,4770406.033939628
 06/08  10:00:00,44793267.702595204,11815906.622668365,5011758.206205741
 06/08  11:00:00,46930773.87028198,11842823.080247324,4810264.596252752
 06/08  12:00:00,51200467.32055189,11795765.705334062,4601107.34566288
 06/08  13:00:00,59312794.51371404,12055633.59689997,4542410.580610015
 06/08  14:00:00,63211962.470662,11493829.757056395,3900749.153129192
 06/08  15:00:00,63710894.12561438,11307814.880720476,4226545.332258883
 06/08  16:00:00,56634080.02228847,11387478.523774397,2992618.6723026717
 06/08  17:00:00,52630957.72589543,11394632.36148668,3049687.6387407063
 06/08  18:00:00,31317406.42869642,6850298.814804529,3730941.7852296196
 06/08  19:00:00,27770495.806756023,7440011.424416494,3457330.968941387
 06/08  20:00:00,26437526.731170285,7195289.9547759425,2795288.8089828305
 06/08  21:00:00,25903708.303240586,7173828.12621322,2513920.2458133395
 06/08  22:00:00,25319683.00297867,7296830.375933468,1951172.1298849776
 06/08  23:00:00,24800296.37894938,8353614.77498741,1571314.972764179
 06/08  24:00:00,24372318.909874078,8588232.763940567,947184.6164725685
 06/09  01:00:00,23990625.63533671,8788289.352719126,746609.3216337308
 06/09  02:00:00,24073530.470733795,8984925.866823157,862188.9187135382
 06/09  03:00:00,24593068.453666076,9176851.457371304,665445.6742573262
 06/09  04:00:00,25070938.235130772,9331268.658350423,817377.2254157186
 06/09  05:00:00,25539947.24377559,9432979.95452054,1467641.0178045067
 06/09  06:00:00,25944947.89509446,9445485.937561635,3312508.56895926
 06/09  07:00:00,25981237.251635782,7541381.724720999,3629680.2043489856
 06/09  08:00:00,26608492.714209624,7186979.614351437,4649854.565394648
 06/09  09:00:00,44911066.9288085,11754043.743007729,4878461.956638113
 06/09  10:00:00,47096987.032495804,11601369.179425871,4918088.710074701
 06/09  11:00:00,56097586.993040636,11735259.531817041,4827462.475134316
 06/09  12:00:00,74817863.39493449,11636678.798348434,4521839.8674939545
 06/09  13:00:00,93587822.17969643,11815167.390702413,4649076.312837636
 06/09  14:00:00,105911877.24332146,11213868.028970351,4041131.3432472427
 06/09  15:00:00,111059335.53742455,11089536.587400082,3997140.4454872063
 06/09  16:00:00,101605968.76701786,11080417.383251825,3078733.180322651
 06/09  17:00:00,92952419.46734186,11017182.145038925,3174953.0262460844
 06/09  18:00:00,59244423.74309675,6482607.262368362,3450093.4896741714
 06/09  19:00:00,46755159.9769455,7027728.489921413,3566635.7749181218
 06/09  20:00:00,40836494.487377405,6868599.955572799,2893871.859560212
 06/09  21:00:00,36333226.834828146,6855290.32861038,2357024.6192751573
 06/09  22:00:00,33203265.600747366,6909901.606759669,2178769.6745722555
 06/09  23:00:00,31618028.322571088,7900038.495250561,1361636.4340860774
 06/09  24:00:00,31556401.89675957,8136559.351695038,960010.4369423995
 06/10  01:00:00,31698171.640685476,8341632.417007293,958465.8700087456
 06/10  02:00:00,32493101.103009682,8488685.005115142,604664.8052429215
 06/10  03:00:00,33764985.39953016,8604714.021544883,745818.4231117406
 06/10  04:00:00,35101272.45818327,8713802.226760173,887760.2901588174
 06/10  05:00:00,36821182.51129636,8843890.114902232,1359031.3069926824
 06/10  06:00:00,38720335.06272048,8909402.840503078,3273588.206252564
 06/10  07:00:00,40966982.442741565,8155089.442418073,3475345.401268247
 06/10  08:00:00,46569137.969735235,6819098.382613294,3366809.066911937
 06/10  09:00:00,76084946.95672885,11228573.602858664,3381233.800092011
 06/10  10:00:00,90232270.74609986,10777360.385918362,3324317.291895727
 06/10  11:00:00,93554562.47801162,10594497.001214348,2854520.32377939
 06/10  12:00:00,86185921.23213023,10544883.538333323,2720610.7945458433
 06/10  13:00:00,79490674.36303402,10585825.690448524,2587104.0458696513
 06/10  14:00:00,71685855.6655946,10537029.828062883,2247412.223990589
 06/10  15:00:00,63898715.79641347,10457882.810156329,2469039.321953644
 06/10  16:00:00,57962101.936775625,10387545.794121465,2672846.100842122
 06/10  17:00:00,35353138.128273904,5409485.976288777,3058574.087196841
 06/10  18:00:00,31578669.576909877,6936219.103293987,3072477.1138089783
 06/10  19:00:00,30007240.589630645,7380662.742290222,2895286.309575571
 06/10  20:00:00,28934804.678530253,7894476.608562212,2771681.8290513037
 06/10  21:00:00,28343588.383099202,8233604.269135158,2316323.6515941983
 06/10  22:00:00,27682468.192273222,8415596.44708403,2140763.6487633693
 06/10  23:00:00,26586994.535690673,8657037.476424186,1579430.7537104422
 06/10  24:00:00,24988999.188301783,8929698.10811648,780804.3865833882
 06/11  01:00:00,23647840.126811344,9426741.94791628,922771.3433089713
 06/11  02:00:00,23107245.875254374,9658782.937264213,745504.9067823802
 06/11  03:00:00,23018269.341012653,9794770.29566182,710217.8223476615
 06/11  04:00:00,23024324.102421295,9909925.353090044,781377.9609539805
 06/11  05:00:00,23337527.29784004,9961378.362186814,1527259.938911152
 06/11  06:00:00,23801218.046532806,9969370.815225905,3159515.8686736124
 06/11  07:00:00,24201799.86439979,9860613.953257928,3474691.8337024227
 06/11  08:00:00,26577282.452636164,8120847.077351588,3515270.6723838635
 06/11  09:00:00,32594476.763720386,7617341.341094492,3227240.6553221215
 06/11  10:00:00,44163228.84637354,7302105.01371469,3214130.8500675727
 06/11  11:00:00,55458288.65562184,7177094.433189183,2915429.6012949236
 06/11  12:00:00,63818958.42836373,7134725.966288754,2365632.477071611
 06/11  13:00:00,72285296.50457308,7069841.672862073,2585672.256679425
 06/11  14:00:00,73009729.50978322,6929562.252034558,2304235.2973060184
 06/11  15:00:00,67197463.70151529,6697944.12554143,2466739.2313693096
 06/11  16:00:00,55341139.111256056,7529898.364286194,2605078.339036369
 06/11  17:00:00,47544700.82100434,7474825.138354347,2973632.603905787
 06/11  18:00:00,39595614.818740904,7799990.894743256,2935287.4490041416
 06/11  19:00:00,31904213.17504586,8117119.6510863,2960756.270139817
 06/11  20:00:00,28874789.19817523,8611469.216306126,2733780.4955501147
 06/11  21:00:00,27653819.45440802,8943756.304965049,2353458.9341990463
 06/11  22:00:00,26559764.3915115,9164064.917116828,2175065.1041385676
 06/11  23:00:00,25957010.73552875,9311952.168444395,1522338.4032071312
 06/11  24:00:00,25783125.93524302,9423854.334842281,876991.3410849944
 06/12  01:00:00,25723425.55917319,9335106.686494844,827645.0437712503
 06/12  02:00:00,25391389.03463536,9437781.933146844,639313.5758456757
 06/12  03:00:00,24804533.983882647,9554394.305846559,921628.224980192
 06/12  04:00:00,24303785.491245754,9698737.519572169,745606.7169138995
 06/12  05:00:00,24402861.07976223,9768919.519303136,1466979.8267098197
 06/12  06:00:00,25003497.3040992,9768321.31989428,3156762.4808564424
 06/12  07:00:00,25239027.142663445,7808156.756421007,3728105.856627082
 06/12  08:00:00,26288262.985733856,6939380.395540016,4656921.8967298595
 06/12  09:00:00,46230201.923293054,11906023.054518677,4882722.113019647
 06/12  10:00:00,53845337.99343467,11671391.7515901,4942271.726798181
 06/12  11:00:00,64645157.90569572,11815668.099871786,4836829.099726887
 06/12  12:00:00,73241041.30246645,11721042.959133452,4489614.948105898
 06/12  13:00:00,81037169.61597563,11841698.06397057,4599840.663932701
 06/12  14:00:00,84171054.7307349,11333241.899068424,3797890.735769139
 06/12  15:00:00,82745274.47659229,11244305.880217543,4250113.384001649
 06/12  16:00:00,68430738.52069609,11258125.416163191,3034027.9020285555
 06/12  17:00:00,62903388.172792055,11260801.933364198,3018894.2673328295
 06/12  18:00:00,38726666.99810065,6610795.29434839,3662369.1692717928
 06/12  19:00:00,32211508.013767734,7055257.709046103,3610483.2559696287
 06/12  20:00:00,29658902.874752857,6912263.11198373,2681934.2400595807
 06/12  21:00:00,28339520.956652954,6977555.496890581,2403828.9252440655
 06/12  22:00:00,27054367.60378277,7114557.386653129,2073063.357853866
 06/12  23:00:00,26221673.345697865,8177604.580877375,1519943.7991092317
 06/12  24:00:00,25828953.822987713,8413929.19964531,979826.0779170498
 06/13  01:00:00,25538241.731081117,8631952.338860419,709955.0672627629
 06/13  02:00:00,25402804.406743735,8824581.560404945,886012.9213549816
 06/13  03:00:00,25476179.252634116,8984536.858216437,744860.2049506127
 06/13  04:00:00,25491829.200334832,9129536.142880624,709970.0057381102
 06/13  05:00:00,26165127.38875179,9202015.557520501,1398596.4528494799
 06/13  06:00:00,27746569.69369061,8983734.423943663,3256761.13987194
 06/13  07:00:00,29308728.97451296,6819539.458156853,3855899.2194463275
 06/13  08:00:00,36400754.599158585,6281692.744095215,4540661.941299194
 06/13  09:00:00,75460832.07946399,11105716.901586218,4816312.416706825
 06/13  10:00:00,98117916.4205309,10927951.600128733,5005173.115855532
 06/13  11:00:00,113286673.33348478,11105009.122116074,4669046.041672213
 06/13  12:00:00,130376151.1022837,11041063.103290288,4627126.805441191
 06/13  13:00:00,143633745.21990356,11281489.299493134,4493809.24700856
 06/13  14:00:00,124254634.07669282,10738599.787655087,4061184.7895455775
 06/13  15:00:00,124562705.2102785,10679687.12869957,4100719.730195393
 06/13  16:00:00,124564006.79877165,10689283.449732633,3079866.1003922364
 06/13  17:00:00,104086219.73812361,10616712.169047544,3067553.5024886373
 06/13  18:00:00,53870853.588848494,6151536.705560372,3577452.0572861047
 06/13  19:00:00,35839581.42223626,6939234.033529332,3446448.735377115
 06/13  20:00:00,29967603.38951694,6783477.018042877,2749617.1306150253
 06/13  21:00:00,28430179.8805375,6796991.939070998,2572705.4413275667
 06/13  22:00:00,27123785.86640708,6944040.543513732,2012060.618346554
 06/13  23:00:00,26445011.623645775,8020338.9612474,1540878.8665659497
 06/13  24:00:00,26003025.36587545,8262877.766596072,923327.416128176
 06/14  01:00:00,25675770.384153828,8443777.777689,815625.3824291091
 06/14  02:00:00,25487755.304035142,8597015.46458015,709272.92114941
 06/14  03:00:00,25521109.04792412,8769704.227931608,673962.9301685443
 06/14  04:00:00,25521960.02420381,8928356.179990984,850970.7747207637
 06/14  05:00:00,26218671.361479957,9031189.026054682,1501984.3571382375
 06/14  06:00:00,27978493.084477715,8898838.405322734,3231923.9629300176
 06/14  07:00:00,29626066.96141423,6826269.6366361175,3671826.741562463
 06/14  08:00:00,39436687.97701685,6283830.406354472,4493045.085970012
 06/14  09:00:00,83305258.09187567,11012241.068234693,5011070.7090973845
 06/14  10:00:00,113514225.8913284,10824086.015488075,4920264.141999078
 06/14  11:00:00,149652976.08425996,10974849.538717762,4700672.350049844
 06/14  12:00:00,161689380.0160712,10858423.424661925,4619926.255444351
 06/14  13:00:00,193416147.93811405,11021074.814055396,4494839.265788701
 06/14  14:00:00,203807185.41452354,10476306.210766641,3976410.8934020163
 06/14  15:00:00,184266600.61550495,10352172.302680047,4028934.8865931784
 06/14  16:00:00,153737406.919939,10281725.679393444,3087613.088081149
 06/14  17:00:00,149886835.36334053,10181585.02676344,3063771.807710153
 06/14  18:00:00,104268714.26239464,5633655.673566212,3605537.1109292964
 06/14  19:00:00,80652396.80651696,6117635.536141593,3410042.6498755687
 06/14  20:00:00,61933811.43731145,5912673.977386382,2836332.659160736
 06/14  21:00:00,44933548.387845606,6236035.473400921,2413722.237586941
 06/14  22:00:00,34227501.277590245,6505260.755247823,2091599.6780564648
 06/14  23:00:00,29838691.96961606,7564010.253849687,1504374.2239863302
 06/14  24:00:00,28689035.34507134,7825845.5070899725,923101.3275788404
 06/15  01:00:00,27637396.426873054,8033204.3419713555,815289.1771157362
 06/15  02:00:00,26883798.049974907,8225902.426649622,708949.9432846997
 06/15  03:00:00,26542516.249297608,8409500.014480818,673639.512122722
 06/15  04:00:00,26174906.02733901,8599483.718254164,885957.7468379263
 06/15  05:00:00,28360180.568609837,8650791.346316917,1501597.5582605973
 06/15  06:00:00,34857237.32558959,8498747.758289332,3146346.0502165705
 06/15  07:00:00,49915414.76635359,6380811.053403534,3719542.513932994
 06/15  08:00:00,83562945.06560159,5836683.551209048,4505783.821648285
 06/15  09:00:00,146613535.3579388,10560824.691757195,4988358.714123313
 06/15  10:00:00,170111869.6124873,10404595.959045533,4935798.658713401
 06/15  11:00:00,202779940.5498108,10617971.609938903,4758276.134708648
 06/15  12:00:00,227878829.9017068,10596913.909418285,4454334.247181467
 06/15  13:00:00,249343997.03292108,10697986.884325778,4610008.476550768
 06/15  14:00:00,251927398.31901252,10286123.86070828,3908116.49642403
 06/15  15:00:00,232703344.17955276,10186248.710493948,4069678.303118803
 06/15  16:00:00,179739046.01723883,10133194.045048295,3086303.8917496614
 06/15  17:00:00,153166816.28107318,10026183.899294209,3023359.737962699
 06/15  18:00:00,117581031.65881181,5379680.488225434,3565968.9663893194
 06/15  19:00:00,90457184.16379127,5856105.672209712,3454417.438538792
 06/15  20:00:00,70060985.66678712,5625108.2934617065,2784900.7994393595
 06/15  21:00:00,50812381.82843053,5785782.355640796,2377242.3609301005
 06/15  22:00:00,42399762.99149415,6217356.394433089,2210882.9905245826
 06/15  23:00:00,36587906.014929295,7260429.666941532,1504033.2067215631
 06/15  24:00:00,36079072.38101802,7500171.00182064,887279.5959460626
 06/16  01:00:00,35893190.30719223,7687082.814600214,779581.7600893769
 06/16  02:00:00,35221742.45066475,7856485.189325693,708626.1797958221
 06/16  03:00:00,34196184.87451394,8038763.41309183,743902.3814005014
 06/16  04:00:00,33155516.269985985,8207202.8295151,814957.8873827648
 06/16  05:00:00,37122284.42653882,8327538.165750884,1501226.6119935277
 06/16  06:00:00,45105028.13441497,8095372.261856476,3077827.3401396032
 06/16  07:00:00,63590820.431813024,6082291.794210545,3829078.98692544
 06/16  08:00:00,107979016.0234444,5117255.467313313,4015148.758472053
 06/16  09:00:00,168620586.5509724,9409489.017372603,3974022.2739904034
 06/16  10:00:00,218928688.0767985,9243226.868473623,3887167.705309412
 06/16  11:00:00,243686489.2436715,9194076.301672393,3497145.4405665505
 06/16  12:00:00,245754565.02416146,9066170.87831037,3086391.197902052
 06/16  13:00:00,245210659.1320999,9140761.38602067,3144826.33279392
 06/16  14:00:00,243639271.15862575,9177892.599505525,2930360.8325345204
 06/16  15:00:00,239944000.71082255,9067046.655186797,2978906.486218125
 06/16  16:00:00,205416323.0363625,10054776.95667682,3120359.33209636
 06/16  17:00:00,179043124.74296242,9978879.424836466,2989677.3581809644
 06/16  18:00:00,141767971.218729,5337086.3919337755,3500668.099559964
 06/16  19:00:00,110811636.32535303,5711934.023564581,3502375.377785353
 06/16  20:00:00,82504930.10584792,5464281.722225723,2804562.68755823
 06/16  21:00:00,60312839.63970767,5480032.512412333,2332565.0822257143
 06/16  22:00:00,48582938.464012705,5955071.883723659,2210875.687932434
 06/16  23:00:00,41022247.526721716,7009698.978866961,1575530.3997873487
 06/16  24:00:00,38915436.46288335,7275894.665200345,745114.5888794404
 06/17  01:00:00,37258864.808728695,7478070.353402052,899819.9996822029
 06/17  02:00:00,34769101.617553115,7668356.179249882,729172.6563291403
 06/17  03:00:00,32735080.075594563,7862185.582085737,708347.3909191772
 06/17  04:00:00,31480013.18809348,8067044.02322605,814596.4626344023
 06/17  05:00:00,34012654.72795125,8205590.751757677,1502378.5463890089
 06/17  06:00:00,43270843.77484974,8069484.625663248,3116216.139219456
 06/17  07:00:00,53557955.27534377,6933824.202075594,3432012.0991985537
 06/17  08:00:00,84806931.3914742,5626934.125306065,3468848.195212578
 06/17  09:00:00,147013883.22405514,10254414.56855723,3400452.6912089367
 06/17  10:00:00,163786070.7207508,9824900.122295655,3251003.148491557
 06/17  11:00:00,171095288.32266212,9595368.40519556,2887003.5388203748
 06/17  12:00:00,170713630.93071687,9597969.586996332,2604236.5139415734
 06/17  13:00:00,167864415.16276276,9465321.449237207,2407011.792443406
 06/17  14:00:00,163886780.4531125,9318991.747385455,2344953.535185271
 06/17  15:00:00,148845327.7685474,9246369.834240846,2553917.9158102996
 06/17  16:00:00,148008712.0771782,9271814.610409835,2631798.354854534
 06/17  17:00:00,112017748.96039216,4365067.124167718,2949993.190997415
 06/17  18:00:00,78340144.20522606,5817660.574418592,3033344.8721961994
 06/17  19:00:00,55488702.46408693,6454948.731056282,2803770.303822306
 06/17  20:00:00,49202451.96686543,6970586.652385686,2680237.7171539096
 06/17  21:00:00,46671354.623117395,7297047.471669654,2439367.301908575
 06/17  22:00:00,48731768.69120781,7771641.520965886,2174969.315492369
 06/17  23:00:00,42923345.84112942,7951185.747540558,1539509.0764270446
 06/17  24:00:00,36855164.397425264,8101162.158292564,815453.623477716
 06/18  01:00:00,32542515.956459362,8421559.744709183,920539.1880739526
 06/18  02:00:00,30997911.565991063,8587187.774840781,602151.8976425948
 06/18  03:00:00,31337639.205969617,8742361.85626969,778590.0210054022
 06/18  04:00:00,29354711.064698707,8914890.832697943,814412.6046206955
 06/18  05:00:00,29890425.685172264,9064703.88026799,1500605.0300549786
 06/18  06:00:00,31619320.19409617,9059528.89261514,3053443.0940527963
 06/18  07:00:00,34206531.33213887,8840999.623666856,3494679.369810502
 06/18  08:00:00,42054857.567446135,7364332.186410178,3401280.381959294
 06/18  09:00:00,56553852.3198701,6939102.415088911,3360899.2016633675
 06/18  10:00:00,78060590.81553562,6644676.517318484,3113198.9253398594
 06/18  11:00:00,98817237.93955608,6500610.903482361,2723464.0238438225
 06/18  12:00:00,100260677.14282179,6498776.793084991,2621936.837717893
 06/18  13:00:00,108544169.41434193,6475606.180709653,2422191.7477694456
 06/18  14:00:00,108994326.41360472,6379252.940123127,2298239.7865880555
 06/18  15:00:00,102874993.47169234,6205959.733334722,2393403.2818892407
 06/18  16:00:00,82063454.22166221,7075541.378577383,2633523.3227389986
 06/18  17:00:00,65157304.93104353,7107070.4815417025,3006842.2789176945
 06/18  18:00:00,55359031.577247776,7390870.823081995,2926904.6594887874
 06/18  19:00:00,49166549.19413289,8039539.0217904635,2887834.1937915147
 06/18  20:00:00,44585213.871092245,8498694.510350367,2731486.8251851555
 06/18  21:00:00,41338629.8114266,8698233.588623809,2329396.29646713
 06/18  22:00:00,38123207.80526153,8827881.9884414,2247326.1996319992
 06/18  23:00:00,35903759.810793556,8945281.42046331,1450416.4007596911
 06/18  24:00:00,34407484.8085714,9061245.81771815,793725.063329304
 06/19  01:00:00,33267033.384430144,8982259.923709909,843573.5887503413
 06/19  02:00:00,32289662.60782507,9088118.897777101,715863.3166438319
 06/19  03:00:00,31716557.271889627,9188756.37293232,707721.9763086688
 06/19  04:00:00,31196221.815835625,9288849.87514298,955586.0435376731
 06/19  05:00:00,31607433.03791789,9363370.839684356,1285581.6696050242
 06/19  06:00:00,32783868.349227246,9389910.984064618,3303245.7647086657
 06/19  07:00:00,34354384.22204643,7537500.04669141,3803007.5143755004
 06/19  08:00:00,45453909.85692464,5703836.402966312,3931736.367121328
 06/19  09:00:00,86089757.12317306,9823594.589821149,3831071.9174609245
 06/19  10:00:00,110290524.21775647,9727666.885337759,3959956.3729274133
 06/19  11:00:00,128275673.97572327,9868006.920431137,3454456.235178776
 06/19  12:00:00,136072014.87595215,9651032.111253705,3139510.3654252575
 06/19  13:00:00,155055714.82321376,9797147.405461581,3226202.6016721674
 06/19  14:00:00,147784731.82234636,9665605.518911283,2998027.155674401
 06/19  15:00:00,148152680.650322,9519872.70886464,2873980.1758660288
 06/19  16:00:00,124165557.48338075,10732588.022610415,3029925.8370073503
 06/19  17:00:00,112180146.20360695,10579373.001448639,3207636.2957977476
 06/19  18:00:00,73604985.47275954,5898999.314297757,3354398.639447859
 06/19  19:00:00,57675023.601259135,6359312.498043863,3507010.7211453435
 06/19  20:00:00,48288641.58787822,6180392.039708465,2857070.3860581154
 06/19  21:00:00,42876472.33208193,6540171.845058909,2425766.796519958
 06/19  22:00:00,36075792.00837307,6673823.480176701,2062545.3096098413
 06/19  23:00:00,32195059.045888294,7725114.828690697,1378326.1764724809
 06/19  24:00:00,30087980.588905714,7957645.492469931,1047102.8601101384
 06/20  01:00:00,28385989.538902964,8152707.230850462,707925.2594820607
 06/20  02:00:00,26948885.888065297,8389379.541918866,883856.9201953679
 06/20  03:00:00,25901958.86491611,8629132.262719186,601575.6115071414
 06/20  04:00:00,24915932.717423405,8871610.292552639,778859.1262545814
 06/20  05:00:00,24983257.927910913,9026567.102371825,1391744.1125852012
 06/20  06:00:00,25925018.673852842,9063091.65861499,3374125.1569802635
 06/20  07:00:00,26499809.58825779,7215495.684816424,3727988.128747272
 06/20  08:00:00,28503164.40390207,6172383.227643216,3996107.831296097
 06/20  09:00:00,53590363.922411844,10217778.772662507,3785084.052993736
 06/20  10:00:00,71253397.46313149,9997905.703706916,3851206.933278846
 06/20  11:00:00,85239322.14604604,9896595.949148854,3606054.7446810016
 06/20  12:00:00,98670658.57002021,9687772.907923851,3208833.2511176593
 06/20  13:00:00,114233543.53231098,9833295.942942053,3152754.7649312145
 06/20  14:00:00,135074438.5510539,9680375.62534229,2859448.3070661807
 06/20  15:00:00,137524436.9595692,9623842.071888523,3001520.096859992
 06/20  16:00:00,145571409.96305427,10616675.62350448,3002412.8792532953
 06/20  17:00:00,121538314.9703761,10643440.77335515,3164329.4243076523
 06/20  18:00:00,70024401.85020623,6044228.486282513,3536783.554053264
 06/20  19:00:00,47189272.92968599,6671645.789042158,3533611.0133707
 06/20  20:00:00,36822561.87523578,6567970.488722723,2792689.0547332317
 06/20  21:00:00,32679398.336083274,6530813.5183705995,2337262.0387844844
 06/20  22:00:00,30972522.82098921,6638709.9998214245,2017789.8594204136
 06/20  23:00:00,29928054.05491378,7702404.175670277,1430277.1664590216
 06/20  24:00:00,29474297.971198633,7945258.631923018,1149154.6374332486
 06/21  01:00:00,29463635.806370344,8142252.2676112205,621292.5361744768
 06/21  02:00:00,29507425.818856724,8321186.725189689,918876.9230364312
 06/21  03:00:00,29556007.613100063,8491518.619397067,671882.6116028293
 06/21  04:00:00,29564287.96295607,8630775.026193436,707655.8802936006
 06/21  05:00:00,31582567.16070121,8755298.162490716,1427657.7416674674
 06/21  06:00:00,37492959.92821275,8680444.564839521,3343506.7626844533
 06/21  07:00:00,48337989.13063061,6740934.634783138,3578493.8699032753
 06/21  08:00:00,71577934.79991317,6106140.910765152,4205511.600376235
 06/21  09:00:00,116996508.45671129,10079536.43310837,3754113.070101898
 06/21  10:00:00,142380503.35661116,9891540.9675646,3882074.701586903
 06/21  11:00:00,153021991.69824442,9819457.159322264,3600486.613843515
 06/21  12:00:00,153391288.44838935,9548230.304813366,3143728.6695884834
 06/21  13:00:00,159216537.41891634,9671629.183265887,3069468.7091369056
 06/21  14:00:00,158582952.3588598,9515095.029982788,2898633.412724061
 06/21  15:00:00,152906074.96724293,9366981.226503963,3068059.5512857735
 06/21  16:00:00,146340136.20350415,10522889.34483425,2889450.0482479944
 06/21  17:00:00,117100584.3779492,10614675.207124464,3107672.7912852713
 06/21  18:00:00,74317366.87910417,6050635.168605475,3639797.301213273
 06/21  19:00:00,55074392.35657854,6548056.759890367,3524096.247331482
 06/21  20:00:00,47410695.75757801,6600000.307881808,2729877.5863365047
 06/21  21:00:00,38846884.11743531,6357609.780136889,2397498.8406013804
 06/21  22:00:00,33074070.38814709,6481844.977969738,2006910.6848990733
 06/21  23:00:00,30657532.09456497,7531849.877690444,1558935.67088224
 06/21  24:00:00,29413892.32809308,7785916.843887755,986253.4311105441
 06/22  01:00:00,28316135.59576628,7979856.070026823,712527.341976142
 06/22  02:00:00,27556708.62774045,8149404.151469476,777463.4366072869
 06/22  03:00:00,27440021.26725398,8295811.941978371,742161.0907323188
 06/22  04:00:00,27309780.231455386,8456621.758232517,707333.3656790252
 06/22  05:00:00,27907827.389935017,8599212.203143734,1499469.6919248647
 06/22  06:00:00,29135662.322714865,8682257.972572368,3219817.827110343
 06/22  07:00:00,30268905.143267862,7194673.651994899,3637269.5448142877
 06/22  08:00:00,33959172.2071399,6766863.235639074,4198920.967547949
 06/22  09:00:00,65675196.29560885,10679692.930628074,3824413.679691391
 06/22  10:00:00,80101697.22985925,10206958.891435225,3842190.933919881
 06/22  11:00:00,89695603.86659189,10005402.204089731,3600532.2636570116
 06/22  12:00:00,95627600.7779679,9738986.074035587,3071612.8068779996
 06/22  13:00:00,101637832.16672859,9919187.300578961,3221601.8418587013
 06/22  14:00:00,106026643.89740232,9806025.63779065,2751674.6376778763
 06/22  15:00:00,108024970.55571207,9801347.19881657,3147053.5074674445
 06/22  16:00:00,93183209.32426554,10914128.370607143,2878087.8957164166
 06/22  17:00:00,86362685.23016208,11185850.213495953,3067063.00528708
 06/22  18:00:00,58495192.93859954,6836367.150823344,3637712.9530729065
 06/22  19:00:00,50746928.90427952,7349102.614073172,3537611.701834916
 06/22  20:00:00,50055226.047635846,7321763.377643917,2828517.487724754
 06/22  21:00:00,48612191.40080672,6672993.089538298,2314703.113523132
 06/22  22:00:00,48541534.52896778,6768580.555594486,2074355.3700344355
 06/22  23:00:00,46352159.82304037,7781110.411285488,1501907.7084589298
 06/22  24:00:00,43649772.106542036,7977122.862594847,905491.354081762
 06/23  01:00:00,41013108.928839505,8234159.290468085,863173.3218444466
 06/23  02:00:00,38659468.85582836,8419006.258508876,565475.323616475
 06/23  03:00:00,36448577.62123013,8561938.534828236,883031.0021917868
 06/23  04:00:00,34193545.45440885,8732844.40012729,777765.1794821823
 06/23  05:00:00,32879020.595617257,8880150.978532622,1495456.9568488216
 06/23  06:00:00,32544095.3894423,8969391.194764188,3148920.3635375574
 06/23  07:00:00,32260299.019015983,7398558.685293407,3689827.738530482
 06/23  08:00:00,33349491.336576335,7089441.211903664,4187427.9664750528
 06/23  09:00:00,58993228.20032602,11052904.880629716,3849008.6304528103
 06/23  10:00:00,68411757.36209016,10823665.8410781,3751943.190053536
 06/23  11:00:00,80287581.65173535,10575128.180570744,3645765.7222465803
 06/23  12:00:00,94426232.37942165,10238368.482104205,2933839.8513396494
 06/23  13:00:00,108881802.71660377,10345416.627288505,3343488.11229274
 06/23  14:00:00,118439189.86449982,10173482.712730497,2837895.808511936
 06/23  15:00:00,123014210.46754892,10093833.593324438,3008536.6533360523
 06/23  16:00:00,104209925.21777442,11135221.62640669,2895169.3793687643
 06/23  17:00:00,93697610.66554192,11225221.605823752,3176829.946345597
 06/23  18:00:00,59897530.674062885,6667191.90641967,3471618.914700259
 06/23  19:00:00,47444975.58786763,7110260.903839574,3640873.1558583924
 06/23  20:00:00,39103102.430296816,7063673.751746066,2842206.2024286133
 06/23  21:00:00,31364564.106866267,6683894.4765345305,2280385.980810024
 06/23  22:00:00,28166637.536911026,6846098.995173337,2100249.2444792637
 06/23  23:00:00,26530873.29074921,7941416.7366041085,1501677.4446543262
 06/23  24:00:00,26048465.957378607,8205594.064532322,884641.2394005107
 06/24  01:00:00,25730523.526266452,8445417.033630714,918911.6752362485
