Date/Time,Hourly Space Cooling load (W),Hourly Space Heating load (W),Hourly DHW load (W)
 06/24  02:00:00,25614729.386467658,8625513.56122304,565227.7068199614
 06/24  03:00:00,25713420.409939103,8768741.779048508,830977.4426992303
 06/24  04:00:00,25771861.588118464,8892496.214300523,829454.1879262165
 06/24  05:00:00,26716828.590983804,8970393.635394337,1380399.974829371
 06/24  06:00:00,28914674.14365001,8802367.787589163,3198887.090614521
 06/24  07:00:00,31294409.859411046,7693622.729791805,3401176.587636008
 06/24  08:00:00,34532728.99659914,6333662.415837671,3564716.0303024133
 06/24  09:00:00,55947819.62098255,10917936.898450123,3251074.2150139855
 06/24  10:00:00,61692323.601191565,10628357.861464176,3229528.284706617
 06/24  11:00:00,67498523.55551074,10480403.942795431,2929803.8054585243
 06/24  12:00:00,77069082.75657614,10455768.059984343,2520067.2075890414
 06/24  13:00:00,86572475.74121004,10431991.023328481,2646781.695191969
 06/24  14:00:00,89023422.97400138,10312881.071334507,2243227.301677527
 06/24  15:00:00,86747467.234439,10075850.000035936,2348106.343333876
 06/24  16:00:00,84310154.02727194,9986440.487129046,2782752.3444850566
 06/24  17:00:00,58961071.43155325,4984290.644855255,3030640.7447679145
 06/24  18:00:00,44984357.73244957,6564219.550900498,2941343.6934491657
 06/24  19:00:00,38979230.02326253,7174663.490737826,3061622.4138653516
 06/24  20:00:00,34215102.52158167,7705639.689475896,2741930.9409840708
 06/24  21:00:00,32093271.042499058,8036238.413906463,2115227.2340208185
 06/24  22:00:00,30802306.666097973,8232870.087967793,2208113.0041205836
 06/24  23:00:00,30058859.135373037,8418478.501797255,1429177.506764172
 06/24  24:00:00,29836023.528408874,8595830.765838621,990874.8479231799
 06/25  01:00:00,30071559.318070408,8943494.262398383,777127.1137730284
 06/25  02:00:00,30948402.79734944,9119451.56091869,670843.765080338
 06/25  03:00:00,31364103.827575244,9263767.821386354,882521.0134249338
 06/25  04:00:00,31660704.689751897,9404570.908567976,741906.7994520437
 06/25  05:00:00,33174775.53878592,9501251.13516122,1426578.6459123734
 06/25  06:00:00,35306946.3221627,9525117.750280807,3158448.0947507396
 06/25  07:00:00,38479931.96703992,9462200.240024712,3380010.52807903
 06/25  08:00:00,46450498.7178245,7941322.791993444,3539857.1045765723
 06/25  09:00:00,58740734.13808819,7408020.138072566,3220377.534608095
 06/25  10:00:00,78268011.52491578,7044566.467393299,3193703.594859667
 06/25  11:00:00,98755698.74100266,6904993.0608409755,2854731.355482276
 06/25  12:00:00,107096111.60318328,6862781.997133938,2408076.0738245137
 06/25  13:00:00,114813346.67373872,6786350.046350974,2517098.834910853
 06/25  14:00:00,118871653.1418195,6635147.028292554,2251917.086817882
 06/25  15:00:00,110921076.31614621,6465013.617114975,2287135.73275092
 06/25  16:00:00,104098080.01112773,7410536.569170545,2764488.3468577587
 06/25  17:00:00,95873525.40613897,7480844.327861146,2893822.339434176
 06/25  18:00:00,82212672.72156309,7828861.759490314,2932656.556917143
 06/25  19:00:00,71333676.37654369,8174307.455285889,3029721.586761551
 06/25  20:00:00,66169266.7602442,8436043.170055805,2660347.4310548278
 06/25  21:00:00,61770276.629591286,8623228.86344847,2183348.7955841133
 06/25  22:00:00,59201791.82567113,8906315.884528823,2243607.2506584707
 06/25  23:00:00,53774537.59408781,9032153.026063235,1533007.0267519255
 06/25  24:00:00,49068654.870447315,9116622.045910703,746553.6256803304
 06/26  01:00:00,45229333.81551407,9015757.42689237,988889.891534666
 06/26  02:00:00,43262245.84021989,9094791.583898744,564695.2661357835
 06/26  03:00:00,43158263.22730854,9169697.371003332,776424.1821656903
 06/26  04:00:00,43172013.3320673,9245855.566485925,882821.1643697339
 06/26  05:00:00,46771847.91452656,9294896.87493971,1476432.6830890896
 06/26  06:00:00,52699891.190644585,9235484.173899833,2979043.3844525004
 06/26  07:00:00,67197730.05047154,7410821.432377486,3898901.5517806998
 06/26  08:00:00,89933039.84147786,5856196.983756753,4028500.4090512763
 06/26  09:00:00,132456900.80463736,10060607.634725189,3921901.4347183006
 06/26  10:00:00,152505700.42127922,9810181.861171532,3876563.5168157974
 06/26  11:00:00,159768467.52025932,9853038.481353942,3483130.2211492094
 06/26  12:00:00,170369935.9932505,9606221.659947453,2964860.1259872215
 06/26  13:00:00,184187728.44753036,9676113.764329804,3292056.556146139
 06/26  14:00:00,194529301.8471796,9571446.355989989,2955140.300971541
 06/26  15:00:00,205960142.0232595,9645536.102935702,2790681.8062965274
 06/26  16:00:00,172759088.57593107,10771411.885113185,3110338.439260264
 06/26  17:00:00,134921832.64133725,10759174.925881367,3170116.0925500677
 06/26  18:00:00,91997511.27201094,6316757.04689925,3303257.905792298
 06/26  19:00:00,59163787.69300335,7085608.275340595,3439222.947257042
 06/26  20:00:00,46072453.459274955,7087598.297092362,2881559.101887024
 06/26  21:00:00,36515973.35392967,6813858.3946254,2387745.1350009907
 06/26  22:00:00,32233610.562179863,6893161.003584604,2243473.895570219
 06/26  23:00:00,30589594.54853351,7935694.537267047,1428601.509637696
 06/26  24:00:00,29782989.896585714,8167548.591400983,777932.8081493536
 06/27  01:00:00,29245300.10936852,8391860.50242141,988706.1467767817
 06/27  02:00:00,28669705.376654062,8578552.958133193,670299.0864615649
 06/27  03:00:00,28087286.982025374,8728469.43074201,564460.4592307073
 06/27  04:00:00,27389024.283839602,8879014.72934463,1003007.0275843603
 06/27  05:00:00,27461233.260234486,9017133.972519873,1375577.9631436882
 06/27  06:00:00,28166420.614737276,9016203.696430199,3182708.5585336057
 06/27  07:00:00,28518888.198405217,7224731.604492617,3831656.619623319
 06/27  08:00:00,32529305.597679153,6436091.744820079,3796452.7391895675
 06/27  09:00:00,68117849.13584901,10447840.706781523,4018022.8651571493
 06/27  10:00:00,89551321.54159018,10109784.26946453,3893692.4759773547
 06/27  11:00:00,103751941.07891555,10060618.717580494,3394524.242868753
 06/27  12:00:00,109797569.95005056,9798687.872070696,3248785.548510404
 06/27  13:00:00,116570180.00786044,9932049.11693926,2951418.463857064
 06/27  14:00:00,120713282.50896013,9764899.014152972,3169737.343238222
 06/27  15:00:00,107560514.38980073,9776368.589169893,2840961.9154509595
 06/27  16:00:00,86184713.52787478,10903151.648975622,3089337.3829828645
 06/27  17:00:00,73898499.50169066,11021765.478087954,3115355.882022243
 06/27  18:00:00,46950185.904595375,6530245.848422275,3453533.63579517
 06/27  19:00:00,37580443.749859266,6928671.321174214,3373134.233405084
 06/27  20:00:00,31988706.37646172,6795235.294549073,2812760.4528518873
 06/27  21:00:00,29633940.24241767,6585384.497234617,2491595.0931352926
 06/27  22:00:00,27746731.463354696,6721760.342381908,2078526.267645151
 06/27  23:00:00,26825704.251597926,7800834.9738010885,1525788.5756306418
 06/27  24:00:00,26725666.79609068,8037937.745637398,868841.2776346962
 06/28  01:00:00,26754571.57621201,8218077.255936105,776391.9117093148
 06/28  02:00:00,26621426.563267335,8406590.989365349,811206.72698266
 06/28  03:00:00,26325815.343209483,8606140.55586247,634792.9610830467
 06/28  04:00:00,26039935.1056067,8790093.368467959,811732.4668047547
 06/28  05:00:00,26489865.4021671,8928151.777828906,1509779.2411699921
 06/28  06:00:00,27937029.864421863,8883548.634275729,3209596.662118051
 06/28  07:00:00,29455086.03541245,7139615.799170671,3694888.303400411
 06/28  08:00:00,38006603.67803481,6723351.814620638,3954189.880317921
 06/28  09:00:00,79161815.35932368,10550819.578596266,3924624.970099825
 06/28  10:00:00,104315042.39429794,10194419.280697808,3902833.3072507074
 06/28  11:00:00,114866598.66955414,10081715.417168012,3375533.9562252564
 06/28  12:00:00,113731054.56637856,9776773.071074687,3273821.3495891932
 06/28  13:00:00,111841477.69646312,9912143.338881781,2989855.223653167
 06/28  14:00:00,110555396.27410099,9778493.592766037,2981468.662120155
 06/28  15:00:00,108765054.62768462,9765141.213596819,3070839.2243057215
 06/28  16:00:00,91632086.174538,10837976.249615235,2928632.5931593156
 06/28  17:00:00,77685294.205696,11065226.154268667,3080973.117030809
 06/28  18:00:00,45713608.7117188,6624238.393344489,3528411.652645642
 06/28  19:00:00,33923444.149624996,7164593.234460729,3381232.4206633484
 06/28  20:00:00,29911727.135711707,7135455.457242228,2836062.630237137
 06/28  21:00:00,28809216.90576272,6645978.587766746,2458769.70204204
 06/28  22:00:00,27748101.6326037,6732177.48248238,2116785.1686530793
 06/28  23:00:00,26617942.390696026,7802408.845365727,1503021.305019492
 06/28  24:00:00,25985084.289201472,8065202.764185912,863946.9892017639
 06/29  01:00:00,25554276.666552424,8278155.522047547,776311.9502750359
 06/29  02:00:00,24887226.36860632,8515911.011776105,775673.3833578109
 06/29  03:00:00,23839555.555539712,8811876.008723408,740410.820462427
 06/29  04:00:00,22818689.646615468,9162190.448303783,846933.2956507533
 06/29  05:00:00,23155038.512756802,9198395.709512088,1375519.3942536886
 06/29  06:00:00,25594259.02766107,8871940.743187273,3241336.3205062184
 06/29  07:00:00,28431169.586286616,7062786.910182047,3734256.5367064234
 06/29  08:00:00,36749250.06692133,6791184.74479116,3943775.046274275
 06/29  09:00:00,75949715.39720999,10736588.420043202,3914054.4433505177
 06/29  10:00:00,98753679.0749851,10416998.408376163,3826641.9911754387
 06/29  11:00:00,121071662.87240376,10322885.381087644,3388889.564844465
 06/29  12:00:00,138160324.06116667,10028420.222096821,3250398.0632518306
 06/29  13:00:00,151797461.7737409,10122865.17464252,3066935.5303296684
 06/29  14:00:00,150585525.48263294,9898461.458318654,3009390.503043805
 06/29  15:00:00,125227045.44664584,9853514.134814145,2971339.4666083553
 06/29  16:00:00,110564783.69758901,10829646.961119816,2974794.0716414875
 06/29  17:00:00,90375529.50505719,11005205.5923479,3138941.495500194
 06/29  18:00:00,60807307.21971566,6437837.071935482,3481355.40304241
 06/29  19:00:00,50249640.282216765,6848567.319445586,3482596.750827499
 06/29  20:00:00,44795457.09457221,6839349.001289003,2801632.0840242817
 06/29  21:00:00,36832239.27196054,6392545.046635616,2386311.988414682
 06/29  22:00:00,31686713.638777666,6525504.580773694,2095860.7650960842
 06/29  23:00:00,29687833.41136849,7610360.584096245,1427862.224406799
 06/29  24:00:00,28517184.354133185,7872049.73217259,962189.8538275003
 06/30  01:00:00,27492304.364573512,8076706.490766317,732564.8728978854
 06/30  02:00:00,26557377.51517484,8286482.710936441,846038.9049266245
 06/30  03:00:00,25694232.55723165,8510702.507375928,704873.8540777448
 06/30  04:00:00,24917941.348472364,8736630.167421523,776029.7996009778
 06/30  05:00:00,25302355.412660513,8846673.544785336,1425327.880174523
 06/30  06:00:00,27253088.304320205,8724150.391931757,3180012.7638942427
 06/30  07:00:00,29293965.267298613,7013600.10082311,3685660.2082217317
 06/30  08:00:00,38184019.1776218,6689571.389269077,4112211.237596544
 06/30  09:00:00,79474354.98693998,10645516.865866877,3836285.220153088
 06/30  10:00:00,105599947.85892606,10336824.43307878,3844155.054914548
 06/30  11:00:00,126847663.69971101,10212525.018632008,3492733.9155502957
 06/30  12:00:00,135997797.84795365,9878249.103753388,3146441.745232752
 06/30  13:00:00,137265091.9905107,9985900.185600616,3087218.9007280134
 06/30  14:00:00,143805225.4344303,9800035.272790719,2916087.6010317313
 06/30  15:00:00,130308732.23262906,9778698.826845625,2970447.051280784
 06/30  16:00:00,95470076.37403776,10793401.841273807,3037072.233427861
 06/30  17:00:00,79722572.89978468,10996659.702927882,3046972.9194314177
 06/30  18:00:00,49367480.696078,6503635.536766976,3548920.7221459066
 06/30  19:00:00,39004571.44106849,6982801.070881484,3525980.907701362
 06/30  20:00:00,32546150.890873916,6843401.932735984,2760798.2467893874
 06/30  21:00:00,30583662.24104635,6429993.302094444,2315181.442495545
 06/30  22:00:00,29409009.759437166,6541473.239895411,2109983.2438261835
 06/30  23:00:00,28860644.127319735,7612278.884872486,1498573.520075977
 06/30  24:00:00,28717245.145878028,7862240.166636473,847399.0973008765
 07/01  01:00:00,28946659.439200703,8056509.269478185,846478.4886173587
 07/01  02:00:00,29331412.56580396,8218667.889913176,739936.7524881075
 07/01  03:00:00,29460397.380830664,8394770.887456277,739953.1456063772
 07/01  04:00:00,29538450.117292844,8550690.08000567,792639.2883461079
 07/01  05:00:00,31977198.248074107,8675393.852859957,1408044.4107043392
 07/01  06:00:00,41248858.7654848,8625252.761884993,3253429.0119189834
 07/01  07:00:00,55332211.91886618,7502859.348193692,3360679.2324827444
 07/01  08:00:00,86116863.95346174,5997760.520775209,3469337.2057906147
 07/01  09:00:00,140615883.5680693,10489898.094443444,3288317.220215869
 07/01  10:00:00,166297354.0086234,10081436.380239658,3196382.2168003763
 07/01  11:00:00,200719366.19164607,9939627.9577212,2817170.029214885
 07/01  12:00:00,229035466.88458645,10008871.54700462,2704803.3344583274
 07/01  13:00:00,250273014.64724958,9832289.021449048,2428670.785755526
 07/01  14:00:00,248629196.7177792,9647042.161547512,2311090.4191952585
 07/01  15:00:00,223834854.1277442,9532187.98764175,2513637.7970390525
 07/01  16:00:00,194046866.49449974,9268355.078005085,2598443.8825917505
 07/01  17:00:00,145624349.89177126,4210662.569299296,3008819.0718463985
 07/01  18:00:00,129225073.32029484,5765336.711199174,3022914.306915595
 07/01  19:00:00,111023314.87371707,6224261.577292143,2878052.970421534
 07/01  20:00:00,99701415.24411573,6591173.253449787,2683788.0875649084
 07/01  21:00:00,73969174.68306859,6998008.234887015,2357554.8511247216
 07/01  22:00:00,63001023.863372386,7578627.526353465,2110098.4589749887
 07/01  23:00:00,55088102.04577364,7762270.391102839,1421083.8505660554
 07/01  24:00:00,50486860.75904536,7902958.820508476,918245.2764780041
 07/02  01:00:00,46209349.672532715,8222052.160885942,740156.5177797915
 07/02  02:00:00,45048618.77675356,8366741.093133194,739692.5979762952
 07/02  03:00:00,45849193.37418809,8495427.546233997,745359.4559004615
 07/02  04:00:00,46841782.824086614,8621303.897403236,827565.1670646195
 07/02  05:00:00,53128466.90876667,8766782.343301428,1402207.428977217
 07/02  06:00:00,63774796.81702609,8569434.625730682,3192780.597239194
 07/02  07:00:00,89118595.58586621,8177302.276475321,3325266.820084568
 07/02  08:00:00,128911439.9012474,6687142.348126528,3437820.1221231087
 07/02  09:00:00,160912559.71154338,6568755.312892239,3254743.571422416
 07/02  10:00:00,181716589.73181775,6428675.277030775,3178050.3667507865
 07/02  11:00:00,206633781.3557216,6435824.9376908755,2816073.839978796
 07/02  12:00:00,231704836.9691843,6211447.916525489,2521708.5289474158
 07/02  13:00:00,253132066.457117,6000417.254109056,2407174.3218038613
 07/02  14:00:00,259609843.49162722,5820877.069358427,2183338.371379956
 07/02  15:00:00,256889056.37964857,5707538.038811793,2479215.633860184
 07/02  16:00:00,239212735.43550295,6470725.160111065,2592924.9850282753
 07/02  17:00:00,223049707.22676128,6448103.469395129,2902208.585845879
 07/02  18:00:00,204307942.1563304,6593164.230673225,2987017.7746784533
 07/02  19:00:00,179806600.71598166,6740223.144204238,2796913.166846609
 07/02  20:00:00,159901751.8370054,6932483.744790816,2831577.82626788
 07/02  21:00:00,155495513.47601125,6975849.636495069,2279099.363143786
 07/02  22:00:00,142641700.93002778,7205139.7561478345,2157776.249503541
 07/02  23:00:00,131117954.02406695,7445816.456976158,1475051.5910690953
 07/02  24:00:00,112335031.77423188,7656869.31943151,811656.4251752519
 07/03  01:00:00,90021434.51512887,7650583.272600015,881396.537494927
 07/03  02:00:00,70465624.9108423,7773442.269428979,704186.3230770535
 07/03  03:00:00,61948080.54073166,7893315.804903831,668909.4522424933
 07/03  04:00:00,55548343.508436665,8010846.49926966,895188.43760198
 07/03  05:00:00,60030390.8894885,8129352.954894274,1402429.5191772121
 07/03  06:00:00,78779618.61805142,7973724.66980212,3216095.2861393266
 07/03  07:00:00,125160541.52619816,5834626.503019323,3710966.432494969
 07/03  08:00:00,178819150.4998061,4419823.143326398,3917636.2562603275
 07/03  09:00:00,245303272.32845905,8825413.793227268,3863564.7620337936
 07/03  10:00:00,285146147.8179327,8951535.694677318,3845821.5646690815
